diagnosis_id,icd10_code,diagnosis_desc,diagnosis_category,severity,updated_at
D002664,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D002665,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D002666,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D002667,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D002668,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D002669,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D002670,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D002671,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D002672,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D002673,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D002674,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D002675,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D002676,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D002677,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D002678,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D002679,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D002680,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D002681,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D002682,N39.0,Urinary tract infection,Renal,High,2026-06-06
D002683,G43.909,Migraine unspecified,Neurological,High,2026-06-06
D002684,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D002685,B97.29,Other coronavirus as cause of disease,Infectious,Medium,2026-06-06
D002686,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D002687,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D002688,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D002689,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D002690,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Medium,2026-06-06
D002691,I50.9,Heart failure unspecified,Cardiovascular,Critical,2026-06-06
D002692,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D002693,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D002694,J18.9,Pneumonia unspecified,Respiratory,Critical,2026-06-06
D002695,I50.9,Heart failure unspecified,Cardiovascular,Critical,2026-06-06
D002696,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D002697,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D002698,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002699,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D002700,I10,Essential hypertension,Cardiovascular,Medium,2026-06-06
D002701,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D002702,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D002703,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D002704,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D002705,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D002706,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D002707,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D002708,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D002709,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D002710,J18.9,Pneumonia unspecified,Respiratory,Critical,2026-06-06
D002711,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D002712,K92.1,Melena,Gastrointestinal,Medium,2026-06-06
D002713,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D002714,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D002715,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D002716,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D002717,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D002718,G43.909,Migraine unspecified,Neurological,Critical,2026-06-06
D002719,K92.1,Melena,Gastrointestinal,Medium,2026-06-06
D002720,E11.9,Type 2 diabetes without complications,Endocrine,Low,2026-06-06
D002721,N39.0,Urinary tract infection,Renal,High,2026-06-06
D002722,I50.9,Heart failure unspecified,Cardiovascular,Low,2026-06-06
D002723,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D002724,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D002725,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D002726,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D002727,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D002728,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D002729,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D002730,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D002731,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D002732,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D002733,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D002734,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D002735,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D002736,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D002737,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D002738,N18.3,Chronic kidney disease stage 3,Renal,Critical,2026-06-06
D002739,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D002740,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D002741,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D002742,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D002743,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D002744,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D002745,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D002746,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D002747,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D002748,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D002749,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D002750,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D002751,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D002752,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D002753,N39.0,Urinary tract infection,Renal,Low,2026-06-06
D002754,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D002755,I50.9,Heart failure unspecified,Cardiovascular,Low,2026-06-06
D002756,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D002757,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D002758,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D002759,K57.30,Diverticulosis of large intestine,Gastrointestinal,High,2026-06-06
D002760,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D002761,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D002762,J18.9,Pneumonia unspecified,Respiratory,Critical,2026-06-06
D002763,J96.00,Acute respiratory failure unspecified,Respiratory,Medium,2026-06-06
D002764,A41.9,Sepsis unspecified,Infectious,Low,2026-06-06
D002765,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D002766,N39.0,Urinary tract infection,Renal,High,2026-06-06
D002767,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D002768,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D002769,K92.1,Melena,Gastrointestinal,Medium,2026-06-06
D002770,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D002771,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D002772,J18.9,Pneumonia unspecified,Respiratory,Critical,2026-06-06
D002773,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D002774,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D002775,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D002776,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D002777,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D002778,G43.909,Migraine unspecified,Neurological,Critical,2026-06-06
D002779,N39.0,Urinary tract infection,Renal,High,2026-06-06
D002780,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D002781,I10,Essential hypertension,Cardiovascular,Medium,2026-06-06
D002782,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D002783,E11.9,Type 2 diabetes without complications,Endocrine,Low,2026-06-06
D002784,I21.0,ST elevation myocardial infarction,Cardiovascular,Medium,2026-06-06
D002785,I21.0,ST elevation myocardial infarction,Cardiovascular,Medium,2026-06-06
D002786,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D002787,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D002788,F41.1,Generalized anxiety disorder,Mental Health,Medium,2026-06-06
D002789,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D002790,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D002791,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D002792,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D002793,J96.00,Acute respiratory failure unspecified,Respiratory,Medium,2026-06-06
D002794,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D002795,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D002796,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D002797,E11.9,Type 2 diabetes without complications,Endocrine,High,2026-06-06
D002798,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D002799,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D002800,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D002801,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D002802,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D002803,I50.9,Heart failure unspecified,Cardiovascular,Critical,2026-06-06
D002804,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D002805,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D002806,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Low,2026-06-06
D002807,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D002808,B97.29,Other coronavirus as cause of disease,Infectious,High,2026-06-06
D002809,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D002810,N18.3,Chronic kidney disease stage 3,Renal,Critical,2026-06-06
D002811,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D002812,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D002813,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D002814,I21.0,ST elevation myocardial infarction,Cardiovascular,Medium,2026-06-06
D002815,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D002816,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D002817,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D002818,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D002819,G35,Multiple sclerosis,Neurological,High,2026-06-06
D002820,G43.909,Migraine unspecified,Neurological,Critical,2026-06-06
D002821,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D002822,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D002823,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D002824,J96.00,Acute respiratory failure unspecified,Respiratory,Medium,2026-06-06
D002825,N39.0,Urinary tract infection,Renal,Low,2026-06-06
D002826,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D002827,J96.00,Acute respiratory failure unspecified,Respiratory,Medium,2026-06-06
D002828,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D002829,J18.9,Pneumonia unspecified,Respiratory,Critical,2026-06-06
D002830,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D002831,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Medium,2026-06-06
D002832,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D002833,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D002834,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D002835,J96.00,Acute respiratory failure unspecified,Respiratory,Medium,2026-06-06
D002836,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D002837,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D002838,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D002839,G43.909,Migraine unspecified,Neurological,Medium,2026-06-06
D002840,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002841,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D002842,K92.1,Melena,Gastrointestinal,High,2026-06-06
D002843,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D002844,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D002845,I50.9,Heart failure unspecified,Cardiovascular,Critical,2026-06-06
D002846,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D002847,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D002848,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D002849,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D002850,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D002851,E11.9,Type 2 diabetes without complications,Endocrine,High,2026-06-06
D002852,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D002853,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D002854,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002855,K57.30,Diverticulosis of large intestine,Gastrointestinal,High,2026-06-06
D002856,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D002857,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D002858,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D002859,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D002860,K92.1,Melena,Gastrointestinal,High,2026-06-06
D002861,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D002862,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D002863,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D002864,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D002865,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D002866,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Medium,2026-06-06
D002867,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D002868,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D002869,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D002870,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D002871,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D002872,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D002873,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D002874,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D002875,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D002876,I50.9,Heart failure unspecified,Cardiovascular,Critical,2026-06-06
D002877,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D002878,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D002879,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D002880,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D002881,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D002882,K92.1,Melena,Gastrointestinal,High,2026-06-06
D002883,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D002884,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D002885,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D002886,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D002887,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D002888,E11.9,Type 2 diabetes without complications,Endocrine,High,2026-06-06
D002889,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D002890,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D002891,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D002892,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D002893,E11.9,Type 2 diabetes without complications,Endocrine,Low,2026-06-06
D002894,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D002895,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D002896,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D002897,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D002898,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,High,2026-06-06
D002899,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D002900,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D002901,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D002902,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D002903,J18.9,Pneumonia unspecified,Respiratory,Critical,2026-06-06
D002904,N39.0,Urinary tract infection,Renal,Low,2026-06-06
D002905,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D002906,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Medium,2026-06-06
D002907,K57.30,Diverticulosis of large intestine,Gastrointestinal,High,2026-06-06
D002908,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D002909,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D002910,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
